preco,bairro,area,quartos,suites,vagas,andar,banheiros,salao de festas,mobiliado,varanda,academia,espaco gourmet,playground,churrasqueira,piscina
R$ 649.000,Itacorubi,72,2,1,1,4,,1,0,1,1,0,1,1,0
R$ 920.000,Canto,124,3,2,1,8,3,1,0,0,1,0,1,0,0
R$ 750.000,Itacorubi,73,2,1,1,,2,1,0,1,0,0,1,0,0
R$ 850.000,Estreito,94,2,1,1,,1,1,0,0,1,0,1,1,0
R$ 790.000,Trindade,99,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 499.000,Lagoa,69,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 650.000,Canto,41,1,0,1,4,1,1,0,0,1,1,0,1,1
R$ 650.000,Canto,77,1,1,0,,2,1,0,1,1,1,1,0,0
R$ 930.000,Balneário,76,2,1,1,5,1,0,1,1,0,1,0,1,1
R$ 1.300.000,Itacorubi,115,5,2,1,5,3,0,0,0,0,0,0,0,0
R$ 847.000,Itacorubi,69,2,1,1,,2,1,1,1,1,1,1,1,1
R$ 850.000,Estreito,132,2,1,1,5,2,1,1,0,0,0,0,1,0
R$ 820.000,,94,2,0,2,,1,1,0,1,0,0,0,1,0
R$ 850.000,Itacorubi,92,2,1,2,,2,0,0,1,0,0,1,1,1
R$ 1.111.000,Itacorubi,115,3,1,2,,2,1,0,1,0,0,0,0,0
R$ 630.000,Jardim Atlântico,81,3,1,1,,2,0,0,1,0,0,0,0,0
R$ 958.000,Itacorubi,100,3,1,1,2,2,0,0,0,0,0,0,0,0
R$ 590.000,Estreito,87,2,0,1,4,2,1,0,1,0,0,0,0,0
R$ 1.255.000,Capoeiras,132,3,1,2,,2,1,0,1,1,1,0,1,1
R$ 495.000,Estreito,61,2,0,1,3,1,0,0,0,0,0,0,0,0
R$ 689.000,Trindade,60,2,0,2,,1,0,0,0,0,0,0,0,0
R$ 750.000,Itacorubi,73,2,1,1,,2,1,0,1,1,0,1,0,1
R$ 750.000,Itacorubi,69,2,1,1,,2,1,0,0,1,1,1,1,1
R$ 3.110.000,Agronômica,128,3,1,2,,4,1,0,1,1,0,1,1,1
R$ 850.000,Itacorubi,69,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 750.000,Trindade,71,2,1,2,2,2,1,0,1,0,1,0,0,1
R$ 859.900,Canto,78,2,2,2,,2,1,0,1,0,0,1,1,1
R$ 525.000,Trindade,59,2,0,1,2,1,0,0,0,0,0,0,0,0
R$ 850.000,Itacorubi,69,2,1,1,5,2,0,0,0,0,0,0,0,0
R$ 500.000,Itacorubi,60,3,0,1,1,1,1,0,0,1,1,1,1,0
R$ 1.180.000,Agronômica,85,3,1,1,3,2,1,0,0,1,0,0,1,1
R$ 700.000,Trindade,80,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 849.000,Itacorubi,69,2,1,1,6,1,1,1,1,1,0,1,1,0
R$ 970.000,Itacorubi,70,2,1,2,7,2,1,1,1,1,1,0,1,0
R$ 810.000,Itacorubi,69,2,1,1,4,2,1,0,0,0,0,1,0,0
R$ 750.000,Jardim Atlântico,104,3,1,1,4,3,1,0,1,0,0,1,0,1
R$ 750.000,Canto,100,3,1,2,111,2,1,1,0,0,0,1,1,0
R$ 830.000,Trindade,84,3,1,1,,1,0,0,1,0,0,0,0,0
R$ 750.000,Canto,98,3,1,2,,2,1,0,1,1,1,0,0,1
R$ 1.350.000,Balneário,123,3,2,2,6,4,1,1,1,0,1,1,1,0
,Itacorubi,70,2,1,1,3,1,1,1,1,1,1,1,1,0
R$ 847.000,Canto,115,2,1,1,,2,1,0,0,1,1,0,0,0
R$ 1.100.000,Estreito,116,3,1,1,,3,1,0,0,0,0,0,1,0
R$ 949.500,Itacorubi,72,2,1,1,,2,1,0,1,0,0,1,0,1
R$ 1.850.000,Agronômica,106,3,1,2,,3,1,1,1,1,1,1,1,1
R$ 2.590.000,Agronômica,122,3,1,2,,3,1,1,0,0,1,1,1,0
R$ 1.230.000,Estreito,152,3,1,1,,1,0,1,0,0,0,0,0,0
R$ 850.000,Itacorubi,69,2,1,1,,2,1,1,1,1,0,1,1,1
R$ 770.000,Itacorubi,132,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 890.000,Itacorubi,72,2,1,1,8,2,1,0,0,1,0,0,0,0
R$ 767.000,Trindade,73,3,1,1,4,2,0,0,1,0,0,0,0,0
R$ 529.900,Trindade,70,2,0,1,,1,1,0,1,0,0,0,0,0
R$ 946.904,Trindade,62,2,1,1,3,1,1,0,0,1,1,0,1,0
R$ 768.900,Jardim Atlântico,62,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 639.000,Estreito,68,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 618.000,Jardim Atlântico,44,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 449.000,Estreito,58,2,0,1,,1,1,0,0,0,0,0,0,0
R$ 885.000,Itacorubi,70,2,1,1,6,2,0,0,1,0,0,0,1,1
R$ 1.200.000,Estreito,100,3,1,2,6,1,1,1,1,0,0,0,1,1
R$ 2.294.986,Agronômica,101,3,1,3,8,2,1,0,1,1,1,0,1,0
R$ 970.000,Estreito,98,,1,1,8,,0,0,1,1,1,0,1,1
R$ 695.000,Estreito,119,4,2,1,,3,1,0,1,0,0,1,0,0
R$ 695.000,Estreito,120,4,1,1,,3,1,0,1,0,1,1,0,0
R$ 890.000,Itacorubi,58,2,2,1,,2,1,0,1,0,0,0,1,1
R$ 859.900,Canto,78,2,2,2,,2,1,0,1,1,1,1,1,1
R$ 1.800.000,Itacorubi,127,4,1,2,,3,1,0,0,0,1,1,1,1
R$ 1.236.000,Canto,110,3,3,2,,4,1,0,0,1,1,0,1,0
R$ 850.000,Itacorubi,69,2,1,1,6,1,1,1,1,1,0,1,1,1
R$ 790.000,Itacorubi,79,3,1,1,,2,1,0,1,0,0,0,0,0
R$ 850.000,Itacorubi,58,2,1,1,,2,0,1,0,1,0,1,0,0
R$ 970.000,Itacorubi,70,2,1,2,,2,1,1,0,1,0,0,0,0
R$ 690.000,Itacorubi,92,1,0,1,11,1,1,0,0,1,1,1,0,0
R$ 650.000,Canto,40,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 957.000,Coloninha,210,4,2,4,,4,0,0,0,0,1,0,0,0
R$ 670.000,Trindade,71,2,1,1,,1,1,0,0,0,1,1,1,0
R$ 1.163.144,Canto,116,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 975.000,Itacorubi,70,2,1,2,,2,1,0,1,1,1,1,1,0
R$ 998.000,Itacorubi,76,2,1,1,,2,1,0,0,1,1,1,1,1
R$ 835.000,Itacorubi,140,1,1,2,,2,0,0,0,1,1,1,1,1
R$ 1.190.000,Canto,97,3,2,2,2,1,1,0,1,0,0,1,1,0
R$ 545.000,Estreito,48,1,0,1,2,1,1,1,0,1,1,0,1,1
R$ 890.000,Itacorubi,60,2,1,1,,2,1,0,0,1,1,0,0,1
R$ 799.000,Trindade,71,2,1,1,,2,1,1,0,0,0,0,1,1
R$ 1.780.000,Coloninha,165,3,3,2,,4,1,1,1,1,1,1,1,0
R$ 690.000,Itacorubi,64,2,0,1,4,1,1,0,1,1,1,1,0,1
R$ 1.695.000,Itacorubi,99,3,1,2,10,2,0,0,1,0,0,0,1,1
R$ 725.000,Estreito,74,2,1,1,2,2,1,0,1,1,0,1,0,0
R$ 750.000,Canto,97,4,1,1,1,3,1,1,0,0,1,0,1,1
R$ 745.000,Agronômica,60,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 599.000,Trindade,73,2,0,1,4,2,0,1,1,0,1,0,0,0
R$ 1.010.000,Canto,95,3,1,2,5,2,1,0,0,1,0,1,0,0
R$ 2.300.000,Agronômica,108,2,2,2,,2,0,0,1,1,0,0,0,0
R$ 670.000,Itacorubi,61,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 638.000,Agronômica,68,2,0,1,,1,0,0,1,0,0,0,0,0
R$ 830.000,Trindade,66,2,1,1,3,2,0,0,1,0,0,1,1,0
R$ 2.050.000,Agronômica,106,3,1,2,10,3,1,0,1,1,1,0,1,1
R$ 885.000,Itacorubi,70,2,1,2,7,2,1,0,1,1,1,1,1,1
R$ 1.080.000,Jardim Atlântico,90,3,1,1,,2,1,0,0,1,1,1,1,1
R$ 1.279.000,Capoeiras,116,3,1,1,,3,0,0,0,0,0,0,0,0
R$ 1.650.000,Estreito,137,3,3,2,7,4,0,1,1,0,0,1,1,1
R$ 1.260.000,Agronômica,70,2,2,2,,3,1,0,1,0,1,0,1,1
R$ 900.000,Itacorubi,70,2,1,1,8,2,1,0,1,1,1,1,0,1
R$ 890.000,Itacorubi,141,2,2,1,,3,0,0,0,0,0,1,1,1
R$ 415.000,Estreito,55,2,0,0,,1,1,0,0,0,0,0,0,0
R$ 695.000,Itacorubi,83,2,1,2,,2,1,1,1,0,1,1,1,1
R$ 1.090.000,Itacorubi,67,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 935.000,Trindade,69,2,1,1,4,2,1,0,0,1,1,1,1,0
R$ 1.450.000,Canto,117,3,2,2,,3,1,0,1,0,1,1,1,0
R$ 1.250.000,Canto,97,3,1,1,9,2,1,0,0,0,1,1,1,0
R$ 1.272.000,Trindade,74,2,1,2,8,3,1,1,1,1,0,0,1,0
R$ 465.000,Estreito,58,2,0,1,4,1,1,0,1,0,0,0,0,0
R$ 805.000,Trindade,89,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 777.000,Coloninha,80,3,1,2,,1,0,0,0,0,0,0,0,0
R$ 885.000,Itacorubi,82,2,1,2,,2,1,0,1,0,1,1,1,1
R$ 1.296.289,Trindade,100,2,2,2,,3,1,0,0,1,1,0,0,0
R$ 1.338.394,Canto,112,2,1,1,8,2,1,0,1,0,0,1,1,1
R$ 750.000,Estreito,120,3,1,2,4,2,1,0,0,0,0,0,0,0
R$ 880.000,Itacorubi,65,2,1,2,,2,1,1,1,1,0,1,0,1
R$ 986.000,Estreito,100,3,1,2,4,3,0,0,0,0,0,0,0,0
R$ 1.300.000,Itacorubi,89,3,1,2,5,2,1,0,1,1,1,0,1,1
R$ 530.000,Capoeiras,68,2,0,1,4,1,0,0,1,0,0,0,1,0
R$ 790.000,Itacorubi,79,3,1,1,,2,1,1,1,0,0,0,1,0
R$ 916.144,Trindade,106,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.080.000,Jardim Atlântico,90,3,1,1,,2,1,1,0,0,0,1,1,1
R$ 1.789.999,Estreito,115,3,2,2,,3,1,0,1,1,1,1,0,1
R$ 885.000,Itacorubi,70,2,1,1,6,2,0,0,1,0,0,0,0,0
R$ 930.000,Canto,84,2,2,2,,2,0,0,0,0,0,0,0,0
R$ 890.000,Itacorubi,69,2,1,1,,2,1,0,1,1,1,1,0,1
R$ 1.134.200,Estreito,100,3,1,1,9,2,1,0,1,1,1,0,1,1
R$ 929.997,Estreito,241,2,2,1,1,3,1,1,1,1,1,1,0,0
R$ 850.000,Itacorubi,58,2,1,1,7,2,1,0,1,1,1,1,0,1
R$ 550.000,Itacorubi,72,3,0,1,,1,0,0,0,0,0,0,0,0
R$ 830.000,Itacorubi,65,2,1,1,8,2,1,0,1,1,1,1,1,1
R$ 850.000,Itacorubi,69,2,1,1,,2,1,1,1,1,0,1,1,1
R$ 950.000,Trindade,84,3,1,1,,2,1,0,1,0,0,0,1,0
R$ 930.000,Trindade,116,3,3,2,7,4,1,0,0,1,1,1,1,0
R$ 1.230.000,Itacorubi,102,3,0,2,,3,1,0,1,0,1,0,0,0
R$ 810.000,Itacorubi,65,2,1,2,,2,1,0,1,0,1,1,1,1
R$ 895.000,Capoeiras,96,3,1,2,13,2,1,0,1,0,0,0,0,0
R$ 881.000,Capoeiras,68,2,1,1,,2,1,0,0,0,1,1,0,0
R$ 1.170.793,Estreito,82,2,2,2,,3,0,0,0,0,0,0,0,0
R$ 920.000,Trindade,73,2,1,1,,1,1,0,0,0,0,0,1,0
R$ 1.100.000,Estreito,116,3,1,1,1,3,1,1,1,0,1,1,1,1
R$ 860.000,Itacorubi,80,3,1,1,,2,0,0,1,0,0,0,1,1
R$ 690.000,Estreito,119,3,1,1,,1,1,0,1,0,0,0,0,0
R$ 1.589.000,Canto,133,3,3,2,,4,0,0,0,0,0,0,0,0
R$ 1.399.000,Agronômica,127,3,1,2,5,3,1,0,1,1,1,0,1,0
R$ 980.000,Trindade,97,,1,1,3,,1,1,1,0,0,1,1,0
R$ 750.000,Itacorubi,57,2,1,1,,2,1,0,0,0,1,1,0,0
R$ 699.156,Trindade,61,1,0,1,2,1,0,0,0,0,0,0,0,0
R$ 950.000,Trindade,103,3,1,2,,2,1,0,1,0,0,0,0,0
R$ 890.000,Agronômica,76,3,1,2,4,2,1,0,1,0,0,0,0,0
R$ 950.000,Agronômica,87,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.289.102,Canto,80,2,2,2,1,3,1,0,0,1,1,1,0,0
R$ 545.000,Estreito,48,1,0,1,1,1,1,1,1,1,1,0,1,1
R$ 448.000,Agronômica,30,1,0,0,2,1,0,0,0,1,1,0,0,0
R$ 850.000,Itacorubi,69,2,1,1,,2,0,1,0,0,0,0,0,0
R$ 1.200.000,Córrego Grande,68,2,0,1,,2,1,1,1,0,1,1,0,0
R$ 810.000,Itacorubi,68,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 275.000,Trindade,22,1,0,0,5,1,0,0,0,0,1,0,0,0
R$ 985.000,Trindade,82,2,1,2,,2,1,0,1,0,0,0,0,0
R$ 918.812,Trindade,73,2,2,1,2,2,0,0,1,0,0,1,1,1
R$ 955.000,Trindade,83,2,1,2,1,2,1,0,0,1,0,1,0,0
R$ 849.000,Itacorubi,58,2,1,1,,2,1,0,1,1,0,1,0,0
R$ 891.000,Canto,70,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.290.000,Canto,139,3,3,2,2,4,1,0,1,1,1,1,0,0
R$ 750.000,Canto,68,2,1,1,4,2,1,0,1,0,1,1,1,0
R$ 1.546.007,Trindade,107,3,2,2,,3,1,0,0,1,1,0,0,0
R$ 1.800.000,Itacorubi,127,4,1,2,,3,0,1,1,0,0,1,1,1
R$ 940.000,Canto,76,2,1,1,,3,1,0,1,0,1,1,0,0
R$ 765.869,Estreito,74,1,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.250.000,Itacorubi,89,2,2,1,,2,1,0,1,0,1,0,0,0
R$ 1.250.000,Itacorubi,89,1,0,1,11,2,1,1,1,1,1,1,1,1
R$ 880.000,Capoeiras,110,3,1,1,1,2,1,0,0,1,0,0,0,0
R$ 2.300.000,Agronômica,108,2,2,2,,2,0,0,0,0,0,0,0,0
R$ 670.000,Itacorubi,58,2,0,1,7,1,1,1,1,1,1,1,0,0
R$ 560.000,Itacorubi,58,2,0,1,2,,1,0,1,1,1,1,1,0
R$ 970.000,Itacorubi,70,2,1,2,7,2,0,0,1,0,0,0,1,1
R$ 1.385.000,Estreito,129,3,3,2,8,4,1,0,1,0,1,1,0,0
R$ 689.000,Trindade,60,2,0,2,2,1,1,0,1,1,1,0,1,0
R$ 1.100.000,Canto,104,3,1,2,7,2,1,1,1,0,0,0,1,0
R$ 878.000,Itacorubi,65,2,1,2,,2,1,0,0,1,0,1,0,0
R$ 1.707.019,Itacorubi,109,3,1,2,,3,1,0,0,1,0,1,1,0
R$ 950.000,Itacorubi,69,2,1,1,,2,1,1,1,1,0,1,1,1
R$ 890.000,Itacorubi,58,2,1,1,7,3,1,0,1,0,1,0,1,1
R$ 760.000,Itacorubi,70,2,1,1,,2,0,1,0,0,0,0,0,0
R$ 921.494,Trindade,106,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 798.000,Itacorubi,68,2,1,2,,2,1,1,1,1,0,0,0,1
R$ 850.000,Itacorubi,65,2,1,1,,2,1,0,0,1,1,1,1,1
R$ 1.144.000,Canto,99,3,2,1,,3,1,0,1,1,1,1,0,0
R$ 725.000,Estreito,73,2,1,1,2,2,1,1,1,1,1,0,1,0
R$ 960.000,Estreito,116,3,1,2,4,2,1,0,0,0,0,1,1,0
R$ 970.000,Jardim Atlântico,70,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 649.000,Itacorubi,72,2,1,1,4,2,1,0,0,0,0,0,1,0
R$ 970.000,Capoeiras,98,3,1,1,8,2,0,0,1,0,0,0,1,1
R$ 730.000,Estreito,78,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 1.300.000,Itacorubi,115,5,2,1,,3,0,0,0,0,0,0,0,0
R$ 842.000,Canto,110,3,1,2,,2,0,1,1,0,0,0,0,0
R$ 849.000,Itacorubi,69,2,1,2,6,2,1,0,1,1,1,1,1,1
R$ 1.099.000,Itacorubi,83,3,1,2,,2,1,0,1,1,1,1,0,1
R$ 970.000,Itacorubi,70,2,1,2,,2,1,1,1,1,1,0,1,1
R$ 890.000,Itacorubi,83,3,1,1,,2,1,1,1,0,0,0,1,0
R$ 715.000,Itacorubi,63,2,1,2,,2,1,0,0,0,0,0,1,0
R$ 840.000,Itacorubi,70,2,1,1,,2,0,1,0,0,0,0,0,0
R$ 689.000,Estreito,74,2,1,1,,2,0,1,0,0,0,0,0,0
R$ 1.100.000,Estreito,94,4,1,2,,2,0,0,0,0,0,0,0,0
R$ 780.000,Itacorubi,67,2,1,1,,1,0,0,0,0,0,0,0,1
R$ 1.070.000,Trindade,71,2,2,2,,1,1,0,0,0,0,1,1,1
R$ 770.000,Capoeiras,87,3,1,2,,3,1,0,0,1,0,1,0,0
R$ 921.143,Trindade,73,2,2,1,,3,1,0,0,1,1,0,0,0
R$ 880.000,Trindade,96,3,1,2,1,3,1,0,1,0,0,1,0,0
R$ 588.000,Jardim Atlântico,32,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 750.000,Coloninha,116,3,1,1,,3,0,0,1,0,0,0,1,0
R$ 850.000,Itacorubi,70,2,1,1,4,2,1,0,1,1,1,1,1,1
R$ 740.000,Jardim Atlântico,85,3,1,1,2,2,0,0,1,0,0,0,1,1
R$ 560.000,Estreito,48,1,0,1,2,1,1,1,1,1,0,0,0,0
R$ 695.000,Estreito,88,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 550.000,Trindade,63,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 885.000,Itacorubi,69,2,1,2,5,2,1,1,1,1,1,1,1,1
R$ 1.024.000,Canto,70,2,1,2,,2,0,0,0,0,0,1,0,0
R$ 850.000,Itacorubi,65,2,1,2,,2,1,0,0,0,0,0,1,1
R$ 930.000,Trindade,88,2,1,1,,2,0,0,0,0,0,0,0,1
R$ 750.000,Jardim Atlântico,97,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 830.000,Trindade,66,2,1,1,3,2,0,1,1,0,0,1,1,0
R$ 448.000,Agronômica,30,1,0,0,,1,0,0,0,1,1,0,0,0
R$ 650.000,Itacorubi,73,2,1,1,4,2,1,0,0,0,0,0,0,0
R$ 939.341,Estreito,89,2,2,2,1,2,1,0,0,1,1,1,0,0
R$ 790.000,Itacorubi,79,3,1,1,5,2,1,0,1,0,0,0,0,0
R$ 1.249.070,Agronômica,125,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 880.000,Trindade,88,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 850.000,Itacorubi,69,2,1,1,,2,1,1,1,1,1,1,1,1
R$ 500.000,Trindade,52,2,0,1,1,1,1,0,0,0,1,1,0,0
R$ 850.000,Itacorubi,77,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 550.000,Estreito,48,1,0,1,,1,0,0,0,0,0,0,0,0
R$ 850.000,Canto,82,2,1,1,11,2,1,0,1,0,1,1,1,0
R$ 890.000,Trindade,74,2,1,1,,1,1,0,1,0,1,0,1,0
R$ 950.000,Itacorubi,77,2,1,2,8,2,0,0,0,1,1,0,0,1
R$ 1.239.300,Trindade,72,2,1,2,,2,0,0,0,1,1,1,1,1
R$ 1.205.000,Trindade,71,2,1,1,,2,1,1,1,0,0,0,1,0
R$ 690.000,Itacorubi,89,3,1,1,,2,0,0,1,0,0,0,1,1
R$ 799.000,Itacorubi,105,3,0,1,,1,1,0,1,0,0,0,1,0
R$ 1.730.359,Canto,112,3,1,1,5,2,1,0,1,1,1,1,0,0
R$ 1.800.000,Canto,129,3,3,1,4,3,1,0,0,1,1,0,0,0
R$ 840.000,Trindade,66,2,1,2,,2,1,0,1,0,1,0,1,0
R$ 299.164,Trindade,24,1,0,0,5,1,0,0,0,0,1,0,0,0
R$ 848.000,Estreito,67,2,1,1,,2,0,0,0,0,0,1,1,1
R$ 850.000,Itacorubi,46,2,1,1,6,2,0,0,0,1,0,1,1,0
R$ 1.573.146,Itacorubi,107,4,1,2,,3,1,0,1,0,1,1,1,0
R$ 830.000,Itacorubi,65,2,1,1,,2,1,1,0,1,0,1,1,1
R$ 1.830.000,Agronômica,103,2,2,1,,3,1,1,1,1,0,0,0,1
R$ 860.000,Trindade,82,2,1,1,,2,1,0,0,0,0,0,0,0
R$ 810.000,Itacorubi,68,2,1,1,,1,1,0,0,0,0,1,1,1
R$ 1.000.000,Canto,93,3,1,1,,2,0,1,1,0,0,0,1,1
R$ 919.000,Canto,79,2,2,1,6,2,1,0,0,1,1,1,0,0
R$ 599.000,Trindade,73,2,0,1,5,1,0,0,0,0,0,0,1,0
R$ 810.000,Canto,76,2,1,1,1,2,1,0,0,1,0,1,1,1
R$ 805.000,Trindade,107,3,1,1,,2,1,0,1,0,0,1,0,0
R$ 899.000,Trindade,79,2,2,2,2,3,1,0,0,1,0,0,1,1
R$ 1.100.000,Canto,105,3,1,2,,2,0,0,0,0,0,0,0,0
R$ 790.000,Capoeiras,80,2,2,1,4,3,1,0,1,1,1,1,1,0
R$ 690.000,Itacorubi,89,3,1,1,,2,1,1,0,0,0,1,0,0
,Capoeiras,68,2,0,1,4,1,1,0,0,0,0,1,0,0
R$ 750.000,Itacorubi,73,2,1,1,,2,1,0,0,0,0,1,0,0
R$ 1.479.000,Agronômica,131,3,1,2,9,3,1,1,1,1,1,1,1,1
R$ 890.000,Estreito,120,,1,1,3,,1,1,0,0,0,0,1,0
R$ 1.100.000,Trindade,82,3,1,2,1,2,1,0,0,1,1,1,1,1
R$ 970.000,Itacorubi,70,2,1,2,7,2,1,1,1,0,0,0,0,1
R$ 650.000,Trindade,78,3,0,0,3,1,1,0,0,0,0,0,0,0
R$ 2.850.000,Estreito,131,3,3,3,,4,0,0,0,0,0,0,0,0
R$ 1.063.000,Jardim Atlântico,65,2,1,0,,1,1,1,0,1,0,1,0,1
R$ 599.000,Itacorubi,52,2,0,1,1,,1,0,0,1,0,1,1,0
R$ 1.615.019,Itacorubi,109,4,1,2,,3,1,0,1,0,1,1,1,0
R$ 530.000,Balneário,40,1,0,1,,1,1,0,1,0,0,0,0,0
R$ 400.000,Itacorubi,48,2,0,0,,1,1,0,0,0,0,0,0,0
R$ 1.690.000,Itacorubi,123,,2,2,5,4,1,0,1,1,1,1,1,1
R$ 520.000,Itacorubi,62,2,0,1,2,1,1,0,0,0,0,0,0,0
R$ 680.000,Itacorubi,80,3,1,1,,2,1,0,0,0,0,1,1,0
R$ 559.900,Itacorubi,57,2,0,1,,1,1,0,0,1,1,1,0,0
R$ 926.000,Itacorubi,74,3,1,2,4,2,1,0,1,1,0,1,0,0
R$ 1.300.000,Agronômica,128,2,1,1,,1,1,0,0,0,0,0,1,0
R$ 920.000,Canto,70,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 735.000,Estreito,86,3,1,1,2,2,0,0,0,0,0,0,0,0
R$ 640.000,Agronômica,94,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 750.000,Jardim Atlântico,77,2,1,1,,2,1,0,1,0,0,1,1,0
R$ 800.000,Itacorubi,75,2,1,2,5,2,0,0,1,0,0,0,0,0
R$ 1.050.000,Trindade,69,2,1,2,,2,1,1,1,1,0,1,1,1
R$ 1.350.000,Agronômica,85,3,1,2,,1,1,0,0,0,1,1,1,0
R$ 550.000,Estreito,75,3,1,1,4,2,1,0,0,0,0,0,0,0
R$ 1.379.097,Estreito,106,2,1,2,,3,1,0,0,1,0,1,0,0
R$ 790.000,Capoeiras,73,2,1,2,,2,0,0,0,0,0,0,0,0
R$ 1.700.000,Capoeiras,130,3,3,2,4,4,1,0,1,1,1,0,1,0
R$ 1.246.545,Capoeiras,125,3,3,1,,3,1,0,0,1,0,0,1,1
R$ 640.000,Estreito,90,3,0,1,,2,0,0,0,0,0,0,0,0
R$ 650.000,Itacorubi,70,1,1,1,4,1,1,0,1,1,1,0,0,1
R$ 899.000,Trindade,92,3,1,1,,2,1,0,1,1,0,1,0,0
R$ 980.000,Itacorubi,69,2,1,2,,2,1,0,1,1,1,1,1,1
R$ 850.000,Agronômica,79,3,1,1,,2,0,0,0,0,0,0,0,0
R$ 690.000,Itacorubi,76,2,1,1,,1,1,0,0,0,0,1,0,1
R$ 686.000,Trindade,55,1,0,1,1,1,0,0,1,0,0,0,1,0
R$ 1.590.000,Agronômica,115,3,3,3,,4,0,0,0,0,0,0,1,1
R$ 750.000,Itacorubi,57,2,1,1,10,2,1,1,1,0,1,1,0,0
R$ 2.700.000,Agronômica,122,3,3,2,10,,1,1,1,1,0,1,1,1
R$ 850.000,Itacorubi,69,2,1,1,5,2,1,1,1,1,1,1,1,1
R$ 899.000,Trindade,73,2,1,1,,2,1,0,0,1,0,1,1,0
R$ 1.800.000,Itacorubi,76,2,2,2,,2,1,0,1,1,1,0,1,1
R$ 850.000,Trindade,67,2,1,1,,2,1,1,1,0,0,0,0,0
R$ 599.000,Trindade,73,2,0,1,,2,0,0,0,0,1,0,0,0
R$ 750.000,Itacorubi,74,2,1,1,,2,1,0,1,0,0,0,1,1
R$ 680.000,Estreito,119,3,1,1,,1,0,0,0,0,0,0,0,0
R$ 365.566,Agronômica,39,1,0,0,,1,1,0,0,1,0,0,0,0
R$ 968.000,Jardim Atlântico,84,2,1,1,,3,1,0,0,0,0,1,0,1
R$ 1.152.589,Trindade,81,2,2,1,,3,1,0,0,1,1,0,0,0
R$ 997.500,Itacorubi,76,2,2,1,,2,1,0,0,0,1,1,1,1
R$ 915.296,Trindade,73,2,2,1,,3,1,0,0,1,0,0,1,0
R$ 680.700,Estreito,81,2,0,1,4,1,1,0,0,0,0,0,1,1
R$ 610.000,Estreito,74,3,0,0,,2,0,0,0,0,0,0,0,0
R$ 817.000,Itacorubi,73,2,1,1,,2,0,0,0,0,0,0,0,0
R$ 950.000,Itacorubi,77,2,2,2,,3,1,0,0,1,1,1,0,1
R$ 850.000,Itacorubi,69,2,1,1,,2,0,1,0,0,0,0,0,0
R$ 1.523.132,Trindade,130,3,2,3,,3,1,0,1,1,1,1,1,0
R$ 569.000,Trindade,66,2,0,1,,1,0,0,0,0,0,0,0,0
R$ 664.000,Estreito,65,2,1,1,4,2,1,0,0,0,1,1,1,0
R$ 849.000,Estreito,43,1,0,2,,1,1,1,1,1,1,1,1,1
R$ 1.640.000,Agronômica,113,3,3,2,,3,1,0,1,0,1,1,1,1
R$ 1.047.000,Agronômica,126,2,1,3,1,2,0,1,0,0,0,0,0,0
R$ 1.600.000,Agronômica,139,3,1,2,,3,0,0,0,0,0,0,0,0
R$ 800.000,Agronômica,76,3,1,1,,2,1,0,0,0,0,0,0,0
R$ 675.000,Itacorubi,70,2,0,1,1,1,1,0,0,1,1,1,0,1
R$ 450.000,Estreito,70,2,0,1,4,1,1,0,1,0,0,0,0,0
R$ 689.000,Trindade,60,2,0,2,1,1,0,0,0,0,0,0,0,0
R$ 760.000,Trindade,67,2,1,1,3,2,1,0,1,1,1,0,1,0
R$ 650.000,Canto,102,3,1,1,1,2,0,0,0,0,0,0,0,0
R$ 790.000,Itacorubi,83,2,1,1,2,3,1,0,0,0,0,0,0,0
